attendance,date,start_time,Stadium,weather,wind
14617,6/9/2015,7:07 PM,OAK-Coliseum,"68 degrees, overcast","12 mph, Out to RF"
20672,6/9/2015,7:06 PM,PIT-PNC Pk,"74 degrees, cloudy","11 mph, R to L"
11617,6/9/2015,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
20558,6/9/2015,7:07 PM,TOR-Rogers Ctr,"62 degrees, cloudy","5 mph, Out to CF"
21458,6/8/2015,7:11 PM,ATL-Truist Pk,"86 degrees, partly cloudy","8 mph, L to R"
17352,6/8/2015,7:35 PM,CHW-Guaranteed,"71 degrees, rain","6 mph, Varies"
30900,6/8/2015,7:10 PM,CIN-GreatAmer BP,"75 degrees, overcast","8 mph, Varies"
32043,6/8/2015,6:42 PM,COL-Coors Fld,"78 degrees, clear","8 mph, R to L"
42167,6/8/2015,7:09 PM,LAD-Dodger Stad,"77 degrees, clear","6 mph, Out to RF"
22796,6/8/2015,7:11 PM,MIN-Target Field,"79 degrees, partly cloudy","12 mph, Out to RF"
18016,6/8/2015,7:08 PM,PIT-PNC Pk,"74 degrees, overcast","5 mph, Out to LF"
17582,6/8/2015,7:08 PM,TOR-Rogers Ctr,"68 degrees, roof closed","0 mph, None"
31575,6/7/2015,1:10 PM,ARI-Chase Field,"75 degrees, roof closed","0 mph, None"
24146,6/7/2015,1:36 PM,ATL-Truist Pk,"86 degrees, partly cloudy","7 mph, R to L"
36913,6/7/2015,1:35 PM,BOS-Fenway Pk,"61 degrees, sunny","13 mph, R to L"
29059,6/7/2015,1:10 PM,CHW-Guaranteed,"76 degrees, overcast","20 mph, In from RF"
27501,6/7/2015,1:10 PM,CIN-GreatAmer BP,"83 degrees, partly cloudy","12 mph, R to L"
18151,6/7/2015,1:11 PM,CLE-Progressive,"80 degrees, sunny","14 mph, Out to CF"
35139,6/7/2015,2:13 PM,COL-Coors Fld,"72 degrees, partly cloudy","11 mph, R to L"
38202,6/7/2015,1:12 PM,KCR-KauffmanStad,"89 degrees, partly cloudy","15 mph, R to L"
41500,6/7/2015,5:08 PM,LAD-Dodger Stad,"73 degrees, sunny","7 mph, L to R"
31911,6/7/2015,1:11 PM,MIN-Target Field,"78 degrees, partly cloudy","12 mph, Out to RF"
43178,6/7/2015,1:09 PM,NYY-Yankee Stad3,"74 degrees, sunny","10 mph, R to L"
24799,6/7/2015,1:39 PM,PHI-CitizensBank,"76 degrees, partly cloudy","6 mph, Out to CF"
27906,6/7/2015,1:10 PM,SEA-T-Mobile Pk,"72 degrees, sunny","4 mph, Out to RF"
35571,6/7/2015,1:08 PM,TOR-Rogers Ctr,"56 degrees, sunny","18 mph, R to L"
40939,6/7/2015,4:05 PM,WSN-Natls Park,"79 degrees, overcast","4 mph, Out to LF"
30265,6/6/2015,7:10 PM,ARI-Chase Field,"97 degrees, partly cloudy","10 mph, Varies"
33268,6/6/2015,7:15 PM,ATL-Truist Pk,"88 degrees, partly cloudy","8 mph, R to L"
36713,6/6/2015,4:06 PM,BOS-Fenway Pk,"62 degrees, cloudy","12 mph, In from CF"
28368,6/6/2015,6:15 PM,CHW-Guaranteed,"65 degrees, clear","9 mph, L to R"
40946,6/6/2015,4:10 PM,CIN-GreatAmer BP,"72 degrees, cloudy","6 mph, L to R"
24939,6/6/2015,4:11 PM,CLE-Progressive,"61 degrees, partly cloudy","19 mph, In from RF"
30373,6/6/2015,3:21 PM,COL-Coors Fld,"72 degrees, partly cloudy","7 mph, R to L"
37924,6/6/2015,1:10 PM,KCR-KauffmanStad,"78 degrees, partly cloudy","8 mph, R to L"
47655,6/6/2015,7:10 PM,LAD-Dodger Stad,"67 degrees, partly cloudy","7 mph, Out to CF"
38707,6/6/2015,1:11 PM,MIN-Target Field,"73 degrees, cloudy","15 mph, In from RF"
40096,6/6/2015,7:16 PM,NYY-Yankee Stad3,"72 degrees, partly cloudy","7 mph, In from LF"
29102,6/6/2015,3:34 PM,PHI-CitizensBank,"77 degrees, cloudy","14 mph, R to L"
31106,6/6/2015,7:10 PM,SEA-T-Mobile Pk,"82 degrees, clear","6 mph, Out to RF"
31809,6/6/2015,1:07 PM,TOR-Rogers Ctr,"56 degrees, sunny","10 mph, Out to LF"
38214,6/6/2015,12:06 PM,WSN-Natls Park,"76 degrees, cloudy","6 mph, In from CF"
24332,6/5/2015,6:40 PM,ARI-Chase Field,"74 degrees, roof closed","0 mph, None"
27508,6/5/2015,7:35 PM,ATL-Truist Pk,"83 degrees, partly cloudy","7 mph, L to R"
34910,6/5/2015,7:11 PM,BOS-Fenway Pk,"56 degrees, cloudy","10 mph, In from RF"
24761,6/5/2015,7:11 PM,CHW-Guaranteed,"55 degrees, partly cloudy","18 mph, L to R"
33381,6/5/2015,7:10 PM,CIN-GreatAmer BP,"83 degrees, partly cloudy","6 mph, L to R"
26070,6/5/2015,7:10 PM,CLE-Progressive,"76 degrees, partly cloudy","3 mph, In from LF"
32091,6/5/2015,6:42 PM,COL-Coors Fld,"67 degrees, partly cloudy","4 mph, Out to RF"
38159,6/5/2015,7:12 PM,KCR-KauffmanStad,"81 degrees, partly cloudy","1 mph, L to R"
44649,6/5/2015,7:10 PM,LAD-Dodger Stad,"66 degrees, clear","9 mph, L to R"
29398,6/5/2015,7:10 PM,MIN-Target Field,"74 degrees, partly cloudy","11 mph, In from LF"
40310,6/5/2015,7:10 PM,NYY-Yankee Stad3,"66 degrees, cloudy","8 mph, R to L"
20638,6/5/2015,7:07 PM,PHI-CitizensBank,"74 degrees, partly cloudy","2 mph, Out to RF"
20695,6/5/2015,7:10 PM,SEA-T-Mobile Pk,"77 degrees, clear","3 mph, L to R"
22971,6/5/2015,7:07 PM,TOR-Rogers Ctr,"70 degrees, cloudy","7 mph, In from CF"
36124,6/5/2015,7:05 PM,WSN-Natls Park,"74 degrees, cloudy","2 mph, In from LF"
18954,6/4/2015,6:40 PM,ARI-Chase Field,"91 degrees, cloudy","13 mph, Varies"
33615,6/4/2015,4:06 PM,BOS-Fenway Pk,"56 degrees, partly cloudy","15 mph, R to L"
37411,6/4/2015,1:08 PM,DET-Comerica Pk,"73 degrees, partly cloudy","6 mph, In from CF"
20219,6/4/2015,1:11 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
29552,6/4/2015,7:10 PM,KCR-KauffmanStad,"78 degrees, cloudy","5 mph, In from RF"
45058,6/4/2015,7:11 PM,LAD-Dodger Stad,"66 degrees, partly cloudy","6 mph, Out to RF"
21057,6/4/2015,7:06 PM,PHI-CitizensBank,"65 degrees, cloudy","13 mph, R to L"
16096,6/4/2015,7:10 PM,SEA-T-Mobile Pk,"69 degrees, partly cloudy","5 mph, Out to CF"
27616,6/4/2015,7:07 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
35465,6/4/2015,8:56 PM,WSN-Natls Park,"64 degrees, rain","4 mph, In from LF"
17717,6/3/2015,12:40 PM,ARI-Chase Field,"77 degrees, roof closed","0 mph, None"
31704,6/3/2015,1:36 PM,BOS-Fenway Pk,"53 degrees, cloudy","11 mph, In from RF"
33291,6/3/2015,7:11 PM,BOS-Fenway Pk,"60 degrees, partly cloudy","10 mph, R to L"
24575,6/3/2015,8:20 PM,COL-Coors Fld,"64 degrees, cloudy","7 mph, Out to RF"
30718,6/3/2015,7:08 PM,DET-Comerica Pk,"70 degrees, clear","10 mph, R to L"
20305,6/3/2015,7:12 PM,HOU-MinuteMaidPk,"84 degrees, cloudy","8 mph, Out to LF"
29899,6/3/2015,7:10 PM,KCR-KauffmanStad,"73 degrees, cloudy","4 mph, In from RF"
28245,6/3/2015,7:06 PM,LAA-Angel Stad,"70 degrees, partly cloudy","6 mph, Out to RF"
22962,6/3/2015,7:11 PM,MIA-loanDepot pk,"73 degrees, roof closed","0 mph, None"
21253,6/3/2015,7:06 PM,PHI-CitizensBank,"66 degrees, cloudy","8 mph, R to L"
24398,6/3/2015,6:11 PM,SDP-Petco Pk,"65 degrees, partly cloudy","9 mph, Out to RF"
32701,6/3/2015,12:40 PM,SEA-T-Mobile Pk,"59 degrees, partly cloudy","1 mph, L to R"
41495,6/3/2015,12:45 PM,SFG-Oracle Park,"64 degrees, partly cloudy","15 mph, Out to CF"
41567,6/3/2015,12:46 PM,STL-Busch Stad 3,"72 degrees, cloudy","11 mph, Out to CF"
32598,6/3/2015,7:07 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
33654,6/3/2015,7:04 PM,WSN-Natls Park,"63 degrees, cloudy","8 mph, Out to RF"
17101,6/2/2015,6:40 PM,ARI-Chase Field,"100 degrees, clear","8 mph, Out to RF"
32622,6/2/2015,7:11 PM,BOS-Fenway Pk,"48 degrees, cloudy","12 mph, In from CF"
28148,6/2/2015,1:12 PM,COL-Coors Fld,"83 degrees, sunny","2 mph, R to L"
24972,6/2/2015,6:41 PM,COL-Coors Fld,"82 degrees, clear","8 mph, L to R"
28362,6/2/2015,7:08 PM,DET-Comerica Pk,"69 degrees, partly cloudy","9 mph, In from CF"
18730,6/2/2015,7:11 PM,HOU-MinuteMaidPk,"87 degrees, partly cloudy","6 mph, R to L"
30361,6/2/2015,7:10 PM,KCR-KauffmanStad,"74 degrees, cloudy","8 mph, R to L"
28771,6/2/2015,7:09 PM,LAA-Angel Stad,"68 degrees, clear","6 mph, Out to RF"
23789,6/2/2015,7:10 PM,MIA-loanDepot pk,"74 degrees, roof closed","0 mph, None"
20209,6/2/2015,7:08 PM,PHI-CitizensBank,"57 degrees, rain","8 mph, R to L"
22264,6/2/2015,7:10 PM,SDP-Petco Pk,"65 degrees, clear","6 mph, L to R"
27442,6/2/2015,7:10 PM,SEA-T-Mobile Pk,"63 degrees, roof closed","1 mph, Varies"
41913,6/2/2015,7:15 PM,SFG-Oracle Park,"58 degrees, clear","18 mph, Out to CF"
42835,6/2/2015,7:15 PM,STL-Busch Stad 3,"70 degrees, clear","4 mph, R to L"
27558,6/2/2015,7:08 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
23192,6/2/2015,1:07 PM,WSN-Natls Park,"67 degrees, cloudy","9 mph, Out to LF"
25765,6/2/2015,7:05 PM,WSN-Natls Park,"61 degrees, overcast","9 mph, In from RF"
18258,6/1/2015,6:40 PM,ARI-Chase Field,"99 degrees, partly cloudy","8 mph, L to R"
25564,6/1/2015,6:41 PM,COL-Coors Fld,"76 degrees, partly cloudy","7 mph, R to L"
17259,6/1/2015,7:14 PM,HOU-MinuteMaidPk,"86 degrees, partly cloudy","2 mph, In from LF"
27078,6/1/2015,7:08 PM,LAA-Angel Stad,"72 degrees, clear","7 mph, None"
20964,6/1/2015,7:13 PM,MIA-loanDepot pk,"76 degrees, roof closed","0 mph, None"
21893,6/1/2015,7:10 PM,SDP-Petco Pk,"67 degrees, clear","12 mph, Out to RF"
26082,6/1/2015,7:10 PM,SEA-T-Mobile Pk,"61 degrees, cloudy","1 mph, None"
41546,6/1/2015,7:16 PM,SFG-Oracle Park,"61 degrees, partly cloudy","12 mph, Out to CF"
40689,6/1/2015,7:11 PM,STL-Busch Stad 3,"65 degrees, cloudy","5 mph, L to R"
36945,5/31/2015,1:36 PM,BAL-Camden Yards,"86 degrees, partly cloudy","6 mph, Out to CF"
37766,5/31/2015,1:21 PM,CHC-Wrigley Fld,"47 degrees, cloudy","21 mph, In from LF"
31874,5/31/2015,1:10 PM,CIN-GreatAmer BP,"64 degrees, overcast","17 mph, L to R"
27423,5/31/2015,1:13 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
37143,5/31/2015,5:08 PM,LAA-Angel Stad,"72 degrees, sunny","7 mph, Out to RF"
32460,5/31/2015,1:11 PM,MIL-Am Fam Field,"68 degrees, roof closed","0 mph, None"
33829,5/31/2015,1:14 PM,MIN-Target Field,"58 degrees, cloudy","6 mph, In from LF"
28711,5/31/2015,1:11 PM,NYM-Citi Field,"83 degrees, partly cloudy","12 mph, Out to CF"
25457,5/31/2015,1:07 PM,OAK-Coliseum,"62 degrees, partly cloudy","12 mph, Out to RF"
22166,5/31/2015,1:39 PM,PHI-CitizensBank,"86 degrees, partly cloudy","11 mph, L to R"
20556,5/31/2015,6:11 PM,SDP-Petco Pk,"68 degrees, partly cloudy","8 mph, Out to RF"
32112,5/31/2015,1:10 PM,SEA-T-Mobile Pk,"63 degrees, overcast","5 mph, Out to RF"
41553,5/31/2015,1:05 PM,SFG-Oracle Park,"64 degrees, cloudy","12 mph, Out to CF"
45285,5/31/2015,1:16 PM,STL-Busch Stad 3,"59 degrees, overcast","9 mph, In from LF"
32848,5/31/2015,2:08 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
38177,5/30/2015,4:06 PM,BAL-Camden Yards,"84 degrees, partly cloudy","8 mph, Out to LF"
36294,5/30/2015,4:11 PM,CIN-GreatAmer BP,"84 degrees, cloudy","9 mph, R to L"
29720,5/30/2015,3:11 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
40369,5/30/2015,7:07 PM,LAA-Angel Stad,"70 degrees, partly cloudy","6 mph, Out to RF"
39552,5/30/2015,3:10 PM,MIL-Am Fam Field,"70 degrees, roof closed","0 mph, None"
32076,5/30/2015,1:11 PM,MIN-Target Field,"59 degrees, partly cloudy","13 mph, In from LF"
39095,5/30/2015,4:10 PM,NYM-Citi Field,"82 degrees, sunny","22 mph, Out to LF"
25223,5/30/2015,7:08 PM,OAK-Coliseum,"55 degrees, partly cloudy","16 mph, Out to RF"
23510,5/30/2015,3:05 PM,PHI-CitizensBank,"86 degrees, partly cloudy","10 mph, L to R"
43207,5/30/2015,7:11 PM,SDP-Petco Pk,"65 degrees, partly cloudy","10 mph, L to R"
32287,5/30/2015,7:10 PM,SEA-T-Mobile Pk,"72 degrees, clear","2 mph, L to R"
42005,5/30/2015,7:05 PM,SFG-Oracle Park,"58 degrees, cloudy","12 mph, Out to RF"
44754,5/30/2015,8:35 PM,STL-Busch Stad 3,"70 degrees, overcast","17 mph, Out to RF"
42831,5/30/2015,6:15 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
45505,5/29/2015,7:05 PM,BAL-Camden Yards,"79 degrees, partly cloudy","6 mph, Out to LF"
34273,5/29/2015,3:06 PM,CHC-Wrigley Fld,"77 degrees, cloudy","12 mph, R to L"
28877,5/29/2015,7:10 PM,CIN-GreatAmer BP,"81 degrees, partly cloudy","11 mph, R to L"
25957,5/29/2015,7:12 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
41901,5/29/2015,7:07 PM,LAA-Angel Stad,"72 degrees, partly cloudy","9 mph, L to R"
34276,5/29/2015,7:11 PM,MIL-Am Fam Field,"74 degrees, partly cloudy","6 mph, R to L"
24509,5/29/2015,8:11 PM,MIN-Target Field,"58 degrees, overcast","15 mph, L to R"
33880,5/29/2015,7:11 PM,NYM-Citi Field,"72 degrees, partly cloudy","11 mph, Out to LF"
23540,5/29/2015,7:07 PM,OAK-Coliseum,"54 degrees, partly cloudy","15 mph, Out to RF"
22227,5/29/2015,7:06 PM,PHI-CitizensBank,"86 degrees, partly cloudy","7 mph, Out to CF"
28317,5/29/2015,7:11 PM,SDP-Petco Pk,"65 degrees, partly cloudy","8 mph, L to R"
32454,5/29/2015,7:10 PM,SEA-T-Mobile Pk,"76 degrees, partly cloudy","2 mph, Out to RF"
41311,5/29/2015,7:15 PM,SFG-Oracle Park,"55 degrees, overcast","14 mph, Out to CF"
44223,5/29/2015,7:15 PM,STL-Busch Stad 3,"76 degrees, cloudy","6 mph, Out to LF"
38176,5/29/2015,7:07 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
0,5/28/2015,1:08 PM,BAL-Camden Yards,"84 degrees, cloudy","4 mph, R to L"
18441,5/28/2015,4:42 PM,BAL-Camden Yards,"83 degrees, overcast","4 mph, R to L"
32261,5/28/2015,7:07 PM,LAA-Angel Stad,"69 degrees, partly cloudy","5 mph, Out to RF"
21795,5/28/2015,7:07 PM,OAK-Coliseum,"54 degrees, clear","11 mph, Out to RF"
23104,5/28/2015,7:11 PM,SDP-Petco Pk,"65 degrees, clear","6 mph, Out to RF"
19449,5/28/2015,7:10 PM,SEA-T-Mobile Pk,"80 degrees, partly cloudy","3 mph, L to R"
41040,5/28/2015,7:14 PM,SFG-Oracle Park,"59 degrees, cloudy","20 mph, Out to CF"
34085,5/28/2015,7:07 PM,TEX-GlbLifeField,"72 degrees, dome","0 mph, None"
16401,5/27/2015,5:46 PM,BAL-Camden Yards,"74 degrees, cloudy","1 mph, In from RF"
34215,5/27/2015,7:07 PM,CHC-Wrigley Fld,"70 degrees, clear","5 mph, In from LF"
23917,5/27/2015,12:35 PM,CIN-GreatAmer BP,"78 degrees, cloudy","14 mph, R to L"
15956,5/27/2015,12:11 PM,CLE-Progressive,"79 degrees, partly cloudy","15 mph, Out to RF"
36180,5/27/2015,7:08 PM,LAA-Angel Stad,"70 degrees, partly cloudy","6 mph, Out to RF"
37837,5/27/2015,7:10 PM,LAD-Dodger Stad,"67 degrees, clear","10 mph, Out to RF"
35208,5/27/2015,12:41 PM,MIL-Am Fam Field,"72 degrees, roof closed","0 mph, None"
30027,5/27/2015,12:10 PM,MIN-Target Field,"73 degrees, partly cloudy","12 mph, Out to LF"
24406,5/27/2015,1:09 PM,NYM-Citi Field,"77 degrees, partly cloudy","14 mph, Out to LF"
32734,5/27/2015,1:09 PM,NYY-Yankee Stad3,"77 degrees, cloudy","13 mph, R to L"
20387,5/27/2015,12:37 PM,OAK-Coliseum,"56 degrees, partly cloudy","11 mph, Out to RF"
33238,5/27/2015,12:37 PM,PIT-PNC Pk,"73 degrees, cloudy","10 mph, Out to LF"
43715,5/27/2015,7:16 PM,STL-Busch Stad 3,"82 degrees, clear","8 mph, Out to RF"
10365,5/27/2015,1:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
15463,5/27/2015,12:37 PM,TOR-Rogers Ctr,"66 degrees, cloudy","14 mph, Out to RF"
21541,5/26/2015,7:08 PM,BAL-Camden Yards,"81 degrees, clear","5 mph, Out to LF"
30440,5/26/2015,6:20 PM,CHC-Wrigley Fld,"71 degrees, clear","17 mph, Out to CF"
22523,5/26/2015,7:10 PM,CIN-GreatAmer BP,"72 degrees, cloudy","11 mph, R to L"
11352,5/26/2015,8:06 PM,CLE-Progressive,"82 degrees, overcast","17 mph, Out to RF"
32334,5/26/2015,7:09 PM,LAA-Angel Stad,"67 degrees, partly cloudy","7 mph, Out to RF"
40667,5/26/2015,7:10 PM,LAD-Dodger Stad,"65 degrees, partly cloudy","7 mph, Out to RF"
35492,5/26/2015,7:11 PM,MIL-Am Fam Field,"74 degrees, partly cloudy","20 mph, R to L"
23268,5/26/2015,8:31 PM,MIN-Target Field,"58 degrees, overcast","7 mph, L to R"
21064,5/26/2015,7:10 PM,NYM-Citi Field,"77 degrees, partly cloudy","18 mph, Out to LF"
33414,5/26/2015,7:09 PM,NYY-Yankee Stad3,"77 degrees, partly cloudy","18 mph, R to L"
22758,5/26/2015,7:07 PM,OAK-Coliseum,"56 degrees, partly cloudy","12 mph, In from RF"
20806,5/26/2015,7:07 PM,PIT-PNC Pk,"80 degrees, partly cloudy","11 mph, R to L"
41107,5/26/2015,7:15 PM,STL-Busch Stad 3,"78 degrees, partly cloudy","10 mph, Out to LF"
9628,5/26/2015,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
17276,5/26/2015,7:08 PM,TOR-Rogers Ctr,"70 degrees, clear","12 mph, Out to CF"
28909,5/25/2015,1:37 PM,BAL-Camden Yards,"80 degrees, sunny","5 mph, Out to LF"
38463,5/25/2015,1:21 PM,CHC-Wrigley Fld,"72 degrees, overcast","13 mph, Out to CF"
20516,5/25/2015,1:13 PM,CIN-GreatAmer BP,"72 degrees, partly cloudy","13 mph, R to L"
13614,5/25/2015,4:10 PM,CLE-Progressive,"81 degrees, cloudy","15 mph, Out to RF"
38055,5/25/2015,6:08 PM,LAA-Angel Stad,"70 degrees, partly cloudy","10 mph, R to L"
44680,5/25/2015,5:11 PM,LAD-Dodger Stad,"68 degrees, partly cloudy","5 mph, Out to RF"
41969,5/25/2015,1:11 PM,MIL-Am Fam Field,"71 degrees, roof closed","0 mph, None"
29472,5/25/2015,1:13 PM,MIN-Target Field,"63 degrees, cloudy","14 mph, R to L"
30946,5/25/2015,1:10 PM,NYM-Citi Field,"81 degrees, partly cloudy","15 mph, Out to LF"
36031,5/25/2015,1:09 PM,NYY-Yankee Stad3,"82 degrees, sunny","13 mph, R to L"
25380,5/25/2015,1:09 PM,OAK-Coliseum,"59 degrees, overcast","13 mph, Out to RF"
20046,5/25/2015,7:08 PM,PIT-PNC Pk,"81 degrees, cloudy","13 mph, Out to CF"
42853,5/25/2015,3:15 PM,STL-Busch Stad 3,"85 degrees, partly cloudy","11 mph, R to L"
10401,5/25/2015,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
15168,5/25/2015,7:08 PM,TOR-Rogers Ctr,"66 degrees, cloudy","8 mph, Out to RF"
39660,5/24/2015,1:10 PM,ARI-Chase Field,"77 degrees, roof closed","4 mph, In from CF"
30612,5/24/2015,1:35 PM,ATL-Truist Pk,"79 degrees, partly cloudy","7 mph, R to L"
37742,5/24/2015,1:36 PM,BOS-Fenway Pk,"80 degrees, sunny","22 mph, L to R"
30180,5/24/2015,1:11 PM,CHW-Guaranteed,"72 degrees, cloudy","14 mph, L to R"
23882,5/24/2015,1:11 PM,CLE-Progressive,"79 degrees, sunny","8 mph, Out to RF"
34404,5/24/2015,4:20 PM,COL-Coors Fld,"55 degrees, partly cloudy","6 mph, Out to LF"
36449,5/24/2015,1:08 PM,DET-Comerica Pk,"75 degrees, partly cloudy","11 mph, R to L"
36342,5/24/2015,1:12 PM,KCR-KauffmanStad,"69 degrees, cloudy","4 mph, L to R"
50182,5/24/2015,1:09 PM,LAD-Dodger Stad,"69 degrees, cloudy","6 mph, Out to CF"
23834,5/24/2015,1:11 PM,MIA-loanDepot pk,"74 degrees, roof closed","0 mph, None"
45681,5/24/2015,8:08 PM,NYY-Yankee Stad3,"69 degrees, partly cloudy","13 mph, R to L"
37784,5/24/2015,1:37 PM,PIT-PNC Pk,"77 degrees, sunny","6 mph, In from CF"
15692,5/24/2015,1:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
37929,5/24/2015,1:07 PM,TOR-Rogers Ctr,"68 degrees, partly cloudy","5 mph, Out to RF"
41044,5/24/2015,1:37 PM,WSN-Natls Park,"76 degrees, sunny","8 mph, Out to CF"
30502,5/23/2015,7:10 PM,ARI-Chase Field,"84 degrees, clear","8 mph, Varies"
33223,5/23/2015,4:15 PM,ATL-Truist Pk,"81 degrees, sunny","8 mph, R to L"
37735,5/23/2015,7:16 PM,BOS-Fenway Pk,"63 degrees, clear","12 mph, In from LF"
38714,5/23/2015,3:40 PM,CHW-Guaranteed,"75 degrees, sunny","10 mph, Out to RF"
27315,5/23/2015,4:11 PM,CLE-Progressive,"64 degrees, sunny","8 mph, In from CF"
32956,5/23/2015,4:25 PM,COL-Coors Fld,"49 degrees, overcast","6 mph, Out to CF"
30180,5/23/2015,9:07 PM,COL-Coors Fld,"45 degrees, overcast","6 mph, In from CF"
40153,5/23/2015,4:08 PM,DET-Comerica Pk,"71 degrees, sunny","8 mph, R to L"
38676,5/23/2015,6:15 PM,KCR-KauffmanStad,"68 degrees, overcast","13 mph, R to L"
53479,5/23/2015,7:09 PM,LAD-Dodger Stad,"64 degrees, partly cloudy","5 mph, Out to RF"
21356,5/23/2015,7:15 PM,MIA-loanDepot pk,"75 degrees, roof closed","0 mph, None"
42067,5/23/2015,1:08 PM,NYY-Yankee Stad3,"60 degrees, sunny","7 mph, Out to RF"
39385,5/23/2015,4:08 PM,PIT-PNC Pk,"73 degrees, sunny","6 mph, R to L"
15207,5/23/2015,4:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
33086,5/23/2015,1:07 PM,TOR-Rogers Ctr,"54 degrees, sunny","13 mph, Out to CF"
41722,5/23/2015,4:07 PM,WSN-Natls Park,"69 degrees, sunny","6 mph, Out to RF"
34498,5/22/2015,6:40 PM,ARI-Chase Field,"78 degrees, partly cloudy","10 mph, Varies"
25774,5/22/2015,7:35 PM,ATL-Truist Pk,"77 degrees, partly cloudy","3 mph, In from RF"
36150,5/22/2015,7:12 PM,BOS-Fenway Pk,"69 degrees, partly cloudy","17 mph, Out to RF"
21067,5/22/2015,7:10 PM,CHW-Guaranteed,"56 degrees, partly cloudy","12 mph, In from LF"
23617,5/22/2015,7:12 PM,CLE-Progressive,"57 degrees, clear","9 mph, In from RF"
31226,5/22/2015,6:11 PM,COL-Coors Fld,"54 degrees, overcast","9 mph, In from RF"
37276,5/22/2015,7:08 PM,DET-Comerica Pk,"65 degrees, clear","9 mph, R to L"
37379,5/22/2015,7:11 PM,KCR-KauffmanStad,"64 degrees, cloudy","6 mph, R to L"
48514,5/22/2015,7:10 PM,LAD-Dodger Stad,"64 degrees, partly cloudy","9 mph, Out to RF"
19977,5/22/2015,7:13 PM,MIA-loanDepot pk,"74 degrees, roof closed","0 mph, None"
40008,5/22/2015,7:07 PM,NYY-Yankee Stad3,"70 degrees, partly cloudy","14 mph, Out to CF"
33337,5/22/2015,7:06 PM,PIT-PNC Pk,"64 degrees, clear","15 mph, Out to CF"
12329,5/22/2015,7:10 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
21195,5/22/2015,7:08 PM,TOR-Rogers Ctr,"68 degrees, roof closed","0 mph, None"
35893,5/22/2015,7:06 PM,WSN-Natls Park,"73 degrees, partly cloudy","5 mph, In from RF"
18239,5/21/2015,7:12 PM,ATL-Truist Pk,"74 degrees, partly cloudy","17 mph, L to R"
33085,5/21/2015,12:47 PM,BAL-Camden Yards,"51 degrees, rain","2 mph, In from RF"
34945,5/21/2015,7:12 PM,BOS-Fenway Pk,"64 degrees, overcast","10 mph, Out to LF"
18321,5/21/2015,7:11 PM,CHW-Guaranteed,"69 degrees, clear","9 mph, L to R"
25418,5/21/2015,1:11 PM,COL-Coors Fld,"53 degrees, cloudy","3 mph, R to L"
33193,5/21/2015,1:09 PM,DET-Comerica Pk,"59 degrees, cloudy","9 mph, Out to LF"
20692,5/21/2015,12:12 PM,MIA-loanDepot pk,"76 degrees, roof closed","0 mph, None"
32783,5/21/2015,1:10 PM,NYM-Citi Field,"63 degrees, cloudy","3 mph, Out to LF"
30021,5/21/2015,6:12 PM,SDP-Petco Pk,"64 degrees, cloudy","12 mph, Out to RF"
41840,5/21/2015,12:45 PM,SFG-Oracle Park,"62 degrees, cloudy","10 mph, Out to RF"
10605,5/21/2015,7:12 PM,TBR-TropicanaFld,"72 degrees, dome","0 mph, None"
19014,5/21/2015,7:09 PM,TOR-Rogers Ctr,"68 degrees, roof closed","0 mph, None"
24549,5/20/2015,7:10 PM,ATL-Truist Pk,"84 degrees, partly cloudy","8 mph, L to R"
21710,5/20/2015,7:07 PM,BAL-Camden Yards,"66 degrees, clear","4 mph, In from RF"
35726,5/20/2015,7:10 PM,BOS-Fenway Pk,"59 degrees, cloudy","14 mph, L to R"
15146,5/20/2015,7:41 PM,CHW-Guaranteed,"51 degrees, drizzle","8 mph, Out to RF"
21714,5/20/2015,6:42 PM,COL-Coors Fld,"40 degrees, rain","7 mph, R to L"
27716,5/20/2015,7:08 PM,DET-Comerica Pk,"56 degrees, partly cloudy","8 mph, In from RF"
21066,5/20/2015,1:11 PM,HOU-MinuteMaidPk,"73 degrees, roof closed","0 mph, None"
30450,5/20/2015,7:10 PM,KCR-KauffmanStad,"52 degrees, cloudy","9 mph, L to R"
17158,5/20/2015,7:11 PM,MIA-loanDepot pk,"82 degrees, partly cloudy","13 mph, In from CF"
